OSD.flyTime [s],CUSTOM.updateTime,OSD.latitude,OSD.longitude,OSD.altitude [m],OSD.speed [m/s],OSD.vSpeed [m/s],OSD.heading,BATTERY.chargeLevel [%],BATTERY.temperature [°C],OSD.flycState
1287,2024-01-15T10:21:27Z,51.50885,-0.1272849,48.99,5.11,0.04,90,99.5,39.9,AutoFlight
1288,2024-01-15T10:21:28Z,51.5088667,-0.1272992,49.77,5.27,-0.027,90,99.5,40.1,AutoFlight
1289,2024-01-15T10:21:29Z,51.5088833,-0.1273137,49.09,5.17,-0.014,90,99.5,40.2,AutoFlight
1290,2024-01-15T10:21:30Z,51.5089,-0.1273284,49.78,4.77,-0.12,90,99.5,39.9,AutoFlight
1291,2024-01-15T10:21:31Z,51.5089167,-0.1273431,49.63,4.61,0.125,90,99.5,40.5,AutoFlight
1292,2024-01-15T10:21:32Z,51.5089333,-0.127358,48.37,4.36,-0.152,90,99.5,40.1,AutoFlight
1293,2024-01-15T10:21:33Z,51.50895,-0.127373,52.14,4.65,-0.032,90,99.5,40.6,AutoFlight
1294,2024-01-15T10:21:34Z,51.5089667,-0.1273882,49.6,5.33,0.093,90,99.5,40.0,AutoFlight
1295,2024-01-15T10:21:35Z,51.5089833,-0.1274034,50.71,5.28,-0.14,90,99.5,39.9,AutoFlight
1296,2024-01-15T10:21:36Z,51.509,-0.1274187,49.5,5.01,-0.121,90,99.5,39.5,AutoFlight
1297,2024-01-15T10:21:37Z,51.5090167,-0.1274342,50.04,5.0,0.139,90,99.5,40.1,AutoFlight
1298,2024-01-15T10:21:38Z,51.5090333,-0.1274498,51.15,5.39,0.114,90,99.5,38.2,AutoFlight
1299,2024-01-15T10:21:39Z,51.50905,-0.1274654,49.38,5.14,-0.132,90,99.5,39.7,AutoFlight
1300,2024-01-15T10:21:40Z,51.5090667,-0.1274812,50.53,5.01,-0.035,90,99.5,40.8,AutoFlight
1301,2024-01-15T10:21:41Z,51.5090833,-0.127497,49.66,5.33,-0.005,90,99.5,40.0,AutoFlight
1302,2024-01-15T10:21:42Z,51.5091,-0.1275129,49.71,4.75,-0.022,90,99.5,39.3,AutoFlight
1303,2024-01-15T10:21:43Z,51.5091167,-0.127529,50.49,5.03,-0.044,90,99.5,40.4,AutoFlight
1304,2024-01-15T10:21:44Z,51.5091333,-0.127545,49.17,4.41,0.042,90,99.5,39.3,AutoFlight
1305,2024-01-15T10:21:45Z,51.50915,-0.1275612,48.88,5.05,0.097,90,99.5,39.6,AutoFlight
1306,2024-01-15T10:21:46Z,51.5091667,-0.1275774,49.29,5.45,-0.141,90,99.5,40.4,AutoFlight
1307,2024-01-15T10:21:47Z,51.5091833,-0.1275937,50.34,4.78,-0.014,90,99.5,39.6,AutoFlight
1308,2024-01-15T10:21:48Z,51.5092,-0.12761,49.47,4.95,-0.071,90,99.5,39.2,AutoFlight
1309,2024-01-15T10:21:49Z,51.5092167,-0.1276264,50.57,4.82,0.08,90,99.5,39.9,AutoFlight
1310,2024-01-15T10:21:50Z,51.5092333,-0.1276428,52.25,5.17,-0.135,90,99.5,39.3,AutoFlight
1311,2024-01-15T10:21:51Z,51.50925,-0.1276593,49.28,4.87,-0.165,90,99.5,39.4,AutoFlight
1312,2024-01-15T10:21:52Z,51.5092667,-0.1276758,50.01,4.53,-0.01,90,99.5,40.1,AutoFlight
1313,2024-01-15T10:21:53Z,51.5092833,-0.1276924,49.2,5.18,0.009,90,99.5,40.5,AutoFlight
1314,2024-01-15T10:21:54Z,51.5093,-0.127709,50.53,4.94,-0.016,90,99.5,40.2,AutoFlight
1315,2024-01-15T10:21:55Z,51.5093167,-0.1277256,50.3,4.49,0.093,90,99.5,39.7,AutoFlight
1316,2024-01-15T10:21:56Z,51.5093333,-0.1277422,50.91,5.05,-0.065,90,99.5,40.0,AutoFlight
1317,2024-01-15T10:21:57Z,51.50935,-0.1277589,51.15,4.78,-0.171,90,99.5,39.9,AutoFlight
1318,2024-01-15T10:21:58Z,51.5093667,-0.1277755,51.01,5.48,0.103,90,99.5,38.9,AutoFlight
1319,2024-01-15T10:21:59Z,51.5093833,-0.1277922,49.81,4.86,-0.018,90,99.5,39.4,AutoFlight
1320,2024-01-15T10:22:00Z,51.5096,-0.1278089,49.78,4.64,0.232,95,99.5,40.0,AutoFlight
1321,2024-01-15T10:22:01Z,51.5095833,-0.1278255,49.59,4.63,0.096,95,99.5,40.3,AutoFlight
1322,2024-01-15T10:22:02Z,51.5095667,-0.1278422,50.93,5.1,-0.047,95,99.5,39.6,AutoFlight
1323,2024-01-15T10:22:03Z,51.50955,-0.1278588,49.39,4.88,0.069,95,99.5,39.7,AutoFlight
1324,2024-01-15T10:22:04Z,51.5095333,-0.1278754,50.23,5.23,-0.045,95,99.5,40.5,AutoFlight
1325,2024-01-15T10:22:05Z,51.5095167,-0.1278921,50.34,5.11,-0.003,95,99.5,40.1,AutoFlight
1326,2024-01-15T10:22:06Z,51.5095,-0.1279086,49.31,4.75,0.025,95,99.5,40.4,AutoFlight
1327,2024-01-15T10:22:07Z,51.5094833,-0.1279252,49.82,5.15,-0.023,95,99.5,39.6,AutoFlight
1328,2024-01-15T10:22:08Z,51.5094667,-0.1279417,50.01,5.12,-0.069,95,99.5,39.7,AutoFlight
1329,2024-01-15T10:22:09Z,51.50945,-0.1279582,49.6,5.05,-0.148,95,99.5,40.1,AutoFlight
1330,2024-01-15T10:22:10Z,51.5094333,-0.1279746,50.21,5.06,-0.056,95,99.5,40.1,AutoFlight
1331,2024-01-15T10:22:11Z,51.5094167,-0.127991,49.12,4.77,0.08,95,99.5,39.3,AutoFlight
1332,2024-01-15T10:22:12Z,51.5094,-0.1280073,49.48,4.83,0.065,95,99.5,39.3,AutoFlight
1333,2024-01-15T10:22:13Z,51.5093833,-0.1280236,49.53,4.67,0.166,95,99.5,39.9,AutoFlight
1334,2024-01-15T10:22:14Z,51.5093667,-0.1280398,49.58,5.03,0.086,95,99.5,39.0,AutoFlight
1335,2024-01-15T10:22:15Z,51.50935,-0.128056,49.14,5.07,-0.063,95,99.5,39.3,AutoFlight
1336,2024-01-15T10:22:16Z,51.5093333,-0.128072,49.43,5.05,0.033,95,99.5,41.0,AutoFlight
1337,2024-01-15T10:22:17Z,51.5093167,-0.128088,48.69,4.56,-0.121,95,99.5,40.5,AutoFlight
1338,2024-01-15T10:22:18Z,51.5093,-0.128104,49.28,4.54,0.081,95,99.5,39.6,AutoFlight
1339,2024-01-15T10:22:19Z,51.5092833,-0.1281198,50.89,5.06,-0.066,95,99.5,40.4,AutoFlight
1340,2024-01-15T10:22:20Z,51.5092667,-0.1281355,50.65,5.45,-0.041,95,99.5,39.8,AutoFlight
1341,2024-01-15T10:22:21Z,51.50925,-0.1281512,51.18,5.33,0.026,95,99.5,39.6,AutoFlight
1342,2024-01-15T10:22:22Z,51.5092333,-0.1281668,49.16,4.57,-0.099,95,99.5,39.9,AutoFlight
1343,2024-01-15T10:22:23Z,51.5092167,-0.1281822,49.05,5.22,-0.258,95,99.5,39.6,AutoFlight
1344,2024-01-15T10:22:24Z,51.5092,-0.1281976,49.46,5.18,0.052,95,99.5,39.4,AutoFlight
1345,2024-01-15T10:22:25Z,51.5091833,-0.1282128,50.18,4.69,0.029,95,99.5,39.4,AutoFlight
1346,2024-01-15T10:22:26Z,51.5091667,-0.1282279,50.1,5.44,0.204,95,99.5,40.5,AutoFlight
1347,2024-01-15T10:22:27Z,51.50915,-0.1282429,49.17,4.84,-0.093,95,99.5,39.7,AutoFlight
1348,2024-01-15T10:22:28Z,51.5091333,-0.1282578,48.6,4.81,0.112,95,99.5,41.1,AutoFlight
1349,2024-01-15T10:22:29Z,51.5091167,-0.1282726,50.35,5.06,0.067,95,99.5,39.2,AutoFlight
1350,2024-01-15T10:22:30Z,51.5091,-0.1282872,49.32,5.24,-0.023,95,99.5,39.8,AutoFlight
1351,2024-01-15T10:22:31Z,51.5090833,-0.1283017,50.68,4.43,0.117,95,99.5,39.6,AutoFlight
1352,2024-01-15T10:22:32Z,51.5090667,-0.128316,50.45,5.0,0.073,95,99.5,40.5,AutoFlight
1353,2024-01-15T10:22:33Z,51.50905,-0.1283302,49.19,5.25,0.051,95,99.5,40.7,AutoFlight
1354,2024-01-15T10:22:34Z,51.5090333,-0.1283443,49.58,5.36,0.073,95,99.5,39.8,AutoFlight
1355,2024-01-15T10:22:35Z,51.5090167,-0.1283582,50.8,4.89,0.091,95,99.5,39.9,AutoFlight
1356,2024-01-15T10:22:36Z,51.509,-0.1283719,50.09,5.02,0.101,95,99.5,40.0,AutoFlight
1357,2024-01-15T10:22:37Z,51.5089833,-0.1283855,50.46,5.18,-0.086,95,99.5,40.5,AutoFlight
1358,2024-01-15T10:22:38Z,51.5089667,-0.1283989,51.18,5.15,0.041,95,99.5,39.6,AutoFlight
1359,2024-01-15T10:22:39Z,51.50895,-0.1284122,51.03,4.54,0.014,95,99.5,40.8,AutoFlight
1360,2024-01-15T10:22:40Z,51.5089333,-0.1284253,49.45,5.16,-0.073,95,99.5,40.3,AutoFlight
1361,2024-01-15T10:22:41Z,51.5089167,-0.1284382,48.87,4.88,-0.064,95,99.5,40.0,AutoFlight
1362,2024-01-15T10:22:42Z,51.5089,-0.128451,48.64,5.45,0.031,95,99.5,39.8,AutoFlight
1363,2024-01-15T10:22:43Z,51.5088833,-0.1284635,51.19,4.99,0.026,95,99.5,40.1,AutoFlight
1364,2024-01-15T10:22:44Z,51.5088667,-0.1284759,51.27,5.05,-0.107,95,99.5,40.0,AutoFlight
1365,2024-01-15T10:22:45Z,51.50885,-0.1284881,50.34,4.99,-0.065,95,99.5,39.6,AutoFlight
1366,2024-01-15T10:22:46Z,51.5088333,-0.1285001,48.64,5.14,-0.083,95,99.5,39.7,AutoFlight
1367,2024-01-15T10:22:47Z,51.5088167,-0.1285119,50.41,5.32,-0.104,95,99.5,39.8,AutoFlight
1368,2024-01-15T10:22:48Z,51.5088,-0.1285235,49.68,5.15,-0.104,95,99.5,39.6,AutoFlight
1369,2024-01-15T10:22:49Z,51.5087833,-0.1285349,50.34,4.82,-0.103,95,99.5,40.0,AutoFlight
1370,2024-01-15T10:22:50Z,51.5087667,-0.1285461,49.27,4.92,0.128,95,99.5,39.9,AutoFlight
1371,2024-01-15T10:22:51Z,51.50875,-0.1285571,49.89,4.86,-0.152,95,99.5,40.1,AutoFlight
1372,2024-01-15T10:22:52Z,51.5087333,-0.1285679,50.81,5.38,0.285,95,99.5,39.8,AutoFlight
1373,2024-01-15T10:22:53Z,51.5087167,-0.1285784,50.16,4.67,0.185,95,99.5,40.5,AutoFlight
1374,2024-01-15T10:22:54Z,51.5087,-0.1285888,50.77,5.18,-0.013,95,99.5,38.7,AutoFlight
1375,2024-01-15T10:22:55Z,51.5086833,-0.1285989,51.0,5.2,0.026,95,99.5,39.6,AutoFlight
1376,2024-01-15T10:22:56Z,51.5086667,-0.1286088,50.69,5.09,0.02,95,99.5,39.4,AutoFlight
1377,2024-01-15T10:22:57Z,51.50865,-0.1286185,49.1,4.97,-0.011,95,99.5,39.5,AutoFlight
1378,2024-01-15T10:22:58Z,51.5086333,-0.128628,51.39,4.87,-0.007,95,99.5,40.1,AutoFlight
1379,2024-01-15T10:22:59Z,51.5086167,-0.1286372,51.18,4.77,-0.019,95,99.5,39.4,AutoFlight
1380,2024-01-15T10:23:00Z,51.5086,-0.1286462,50.84,5.13,0.016,95,99.5,40.1,AutoFlight
1381,2024-01-15T10:23:01Z,51.5085833,-0.128655,51.45,4.97,-0.058,95,99.5,39.7,AutoFlight
1382,2024-01-15T10:23:02Z,51.5085667,-0.1286635,50.82,5.18,0.048,95,99.5,39.7,AutoFlight
1383,2024-01-15T10:23:03Z,51.50855,-0.1286718,50.44,5.18,0.011,95,99.5,39.9,AutoFlight
1384,2024-01-15T10:23:04Z,51.5085333,-0.1286798,50.38,5.12,-0.048,95,99.5,39.8,AutoFlight
1385,2024-01-15T10:23:05Z,51.5085167,-0.1286876,48.63,5.18,-0.011,95,99.5,40.8,AutoFlight
1386,2024-01-15T10:23:06Z,51.5085,-0.1286952,48.57,5.05,0.059,95,99.5,39.6,AutoFlight
1387,2024-01-15T10:23:07Z,51.5084833,-0.1287025,50.39,5.08,0.053,95,99.5,39.9,AutoFlight
1388,2024-01-15T10:23:08Z,51.5084667,-0.1287095,47.46,5.02,0.009,95,99.5,39.6,AutoFlight
1389,2024-01-15T10:23:09Z,51.50845,-0.1287163,48.94,5.16,0.04,95,99.5,40.8,AutoFlight
1390,2024-01-15T10:23:10Z,51.5084333,-0.1287229,49.35,5.36,0.002,95,99.5,39.7,AutoFlight
1391,2024-01-15T10:23:11Z,51.5084167,-0.1287292,50.4,5.26,-0.053,95,99.5,40.8,AutoFlight
1392,2024-01-15T10:23:12Z,51.5084,-0.1287352,50.02,4.63,-0.114,95,99.5,40.5,AutoFlight
1393,2024-01-15T10:23:13Z,51.5083833,-0.128741,49.56,5.03,0.011,95,99.5,39.9,AutoFlight
1394,2024-01-15T10:23:14Z,51.5083667,-0.1287465,50.78,4.86,-0.111,95,99.5,38.8,AutoFlight
1395,2024-01-15T10:23:15Z,51.50835,-0.1287517,49.91,4.92,0.124,95,99.5,39.6,AutoFlight
1396,2024-01-15T10:23:16Z,51.5083333,-0.1287567,50.82,4.91,0.172,95,99.5,39.5,AutoFlight
1397,2024-01-15T10:23:17Z,51.5083167,-0.1287614,49.68,5.2,0.119,95,99.5,40.4,AutoFlight
1398,2024-01-15T10:23:18Z,51.5083,-0.1287659,48.93,5.33,-0.001,95,99.5,39.2,AutoFlight
1399,2024-01-15T10:23:19Z,51.5082833,-0.1287701,49.55,4.9,-0.08,95,99.5,40.6,AutoFlight
1400,2024-01-15T10:23:20Z,51.5082667,-0.128774,50.43,5.34,-0.088,95,99.5,39.1,AutoFlight
1401,2024-01-15T10:23:21Z,51.50825,-0.1287776,50.36,5.01,0.086,95,99.5,40.3,AutoFlight
1402,2024-01-15T10:23:22Z,51.5082333,-0.128781,50.12,5.24,0.008,95,99.5,40.1,AutoFlight
1403,2024-01-15T10:23:23Z,51.5082167,-0.1287841,51.58,5.39,-0.105,95,99.5,39.2,AutoFlight
1404,2024-01-15T10:23:24Z,51.5082,-0.1287869,51.09,4.87,-0.013,95,99.5,39.7,AutoFlight
1405,2024-01-15T10:23:25Z,51.5081833,-0.1287895,50.26,4.88,-0.119,95,99.5,39.1,AutoFlight
1406,2024-01-15T10:23:26Z,51.5081667,-0.1287917,48.09,4.68,0.122,95,99.5,39.5,AutoFlight
1407,2024-01-15T10:23:27Z,51.50815,-0.1287937,49.98,5.34,0.131,95,99.5,39.7,AutoFlight
1408,2024-01-15T10:23:28Z,51.5081333,-0.1287955,50.57,4.89,-0.194,95,99.5,40.5,AutoFlight
1409,2024-01-15T10:23:29Z,51.5081167,-0.1287969,50.09,4.74,0.021,95,99.5,40.1,AutoFlight
1410,2024-01-15T10:23:30Z,51.5081,-0.1287981,50.13,4.71,-0.017,95,99.5,40.1,AutoFlight
1411,2024-01-15T10:23:31Z,51.5080833,-0.128799,50.6,4.94,-0.108,95,99.5,40.2,AutoFlight
1412,2024-01-15T10:23:32Z,51.5080667,-0.1287996,50.99,4.82,0.051,95,99.5,40.5,AutoFlight
1413,2024-01-15T10:23:33Z,51.50805,-0.1287999,50.85,5.4,0.028,95,99.5,40.7,AutoFlight
1414,2024-01-15T10:23:34Z,51.5080333,-0.1288,51.08,4.75,0.031,95,99.5,40.1,AutoFlight
1415,2024-01-15T10:23:35Z,51.5080167,-0.1287998,49.45,4.9,-0.201,95,99.5,40.3,AutoFlight
1416,2024-01-15T10:23:36Z,51.508,-0.1287993,50.68,5.35,0.135,95,99.5,39.7,AutoFlight
1417,2024-01-15T10:23:37Z,51.5079833,-0.1287985,49.87,5.46,0.108,95,99.5,39.6,AutoFlight
1418,2024-01-15T10:23:38Z,51.5079667,-0.1287975,48.11,4.93,-0.107,95,99.5,40.0,AutoFlight
1419,2024-01-15T10:23:39Z,51.50795,-0.1287961,50.78,4.57,0.027,95,99.5,39.4,AutoFlight
1420,2024-01-15T10:23:40Z,51.5079333,-0.1287945,51.99,5.02,0.048,95,99.5,39.4,AutoFlight
1421,2024-01-15T10:23:41Z,51.5079167,-0.1287926,48.29,4.71,-0.096,95,99.5,40.5,AutoFlight
1422,2024-01-15T10:23:42Z,51.5079,-0.1287905,49.08,5.25,0.042,95,99.5,39.9,AutoFlight
1423,2024-01-15T10:23:43Z,51.5078833,-0.1287881,48.01,4.84,0.097,95,99.5,40.2,AutoFlight
1424,2024-01-15T10:23:44Z,51.5078667,-0.1287853,50.12,4.57,0.013,95,99.5,40.1,AutoFlight
1425,2024-01-15T10:23:45Z,51.50785,-0.1287824,49.61,5.13,-0.071,95,99.5,39.0,AutoFlight
1426,2024-01-15T10:23:46Z,51.5078333,-0.1287791,49.49,4.79,0.122,95,99.5,40.3,AutoFlight
1427,2024-01-15T10:23:47Z,51.5078167,-0.1287756,49.96,4.84,0.056,95,99.5,40.7,AutoFlight
1428,2024-01-15T10:23:48Z,51.5078,-0.1287718,49.23,4.81,0.115,95,99.5,40.2,AutoFlight
1429,2024-01-15T10:23:49Z,51.5077833,-0.1287677,49.65,5.35,0.055,95,99.5,39.5,AutoFlight
1430,2024-01-15T10:23:50Z,51.5077667,-0.1287634,50.22,5.0,0.165,95,99.5,40.3,AutoFlight
1431,2024-01-15T10:23:51Z,51.50775,-0.1287588,50.39,5.04,0.052,95,99.5,39.3,AutoFlight
1432,2024-01-15T10:23:52Z,51.5077333,-0.1287539,48.84,5.12,0.04,95,99.5,39.7,AutoFlight
1433,2024-01-15T10:23:53Z,51.5077167,-0.1287488,48.4,4.67,0.054,95,99.5,40.0,AutoFlight
1434,2024-01-15T10:23:54Z,51.5077,-0.1287434,49.49,4.72,0.027,95,99.5,39.9,AutoFlight
1435,2024-01-15T10:23:55Z,51.5076833,-0.1287377,49.87,4.85,0.015,95,99.5,40.1,AutoFlight
1436,2024-01-15T10:23:56Z,51.5076667,-0.1287318,49.5,5.5,-0.059,95,99.5,40.0,AutoFlight
1437,2024-01-15T10:23:57Z,51.50765,-0.1287256,48.76,4.7,0.092,95,99.5,40.3,AutoFlight
1438,2024-01-15T10:23:58Z,51.5076333,-0.1287192,50.17,4.8,0.035,95,99.5,39.4,AutoFlight
1439,2024-01-15T10:23:59Z,51.5076167,-0.1287125,50.86,4.21,-0.039,95,99.5,39.5,AutoFlight
1440,2024-01-15T10:24:00Z,51.5078,-0.1287056,51.04,4.94,0.124,100,99.5,40.7,AutoFlight
1441,2024-01-15T10:24:01Z,51.5078167,-0.1286984,50.36,4.51,-0.075,100,99.5,39.7,AutoFlight
1442,2024-01-15T10:24:02Z,51.5078333,-0.1286909,50.32,5.11,-0.133,100,99.5,40.3,AutoFlight
1443,2024-01-15T10:24:03Z,51.50785,-0.1286832,49.19,4.89,0.026,100,99.5,39.9,AutoFlight
1444,2024-01-15T10:24:04Z,51.5078667,-0.1286753,51.26,5.34,-0.132,100,99.5,39.4,AutoFlight
1445,2024-01-15T10:24:05Z,51.5078833,-0.1286671,50.92,5.03,0.063,100,99.5,39.9,AutoFlight
1446,2024-01-15T10:24:06Z,51.5079,-0.1286587,50.98,5.23,0.079,100,99.5,39.6,AutoFlight
1447,2024-01-15T10:24:07Z,51.5079167,-0.12865,50.49,4.52,-0.024,100,99.5,39.6,AutoFlight
1448,2024-01-15T10:24:08Z,51.5079333,-0.1286412,49.38,4.72,-0.201,100,99.5,40.5,AutoFlight
1449,2024-01-15T10:24:09Z,51.50795,-0.128632,49.83,4.95,0.05,100,99.5,40.5,AutoFlight
1450,2024-01-15T10:24:10Z,51.5079667,-0.1286227,51.07,4.87,0.019,100,99.5,39.5,AutoFlight
1451,2024-01-15T10:24:11Z,51.5079833,-0.1286131,50.59,5.01,0.091,100,99.5,40.3,AutoFlight
1452,2024-01-15T10:24:12Z,51.508,-0.1286033,50.63,5.16,0.009,100,99.5,39.3,AutoFlight
1453,2024-01-15T10:24:13Z,51.5080167,-0.1285932,50.26,5.51,-0.043,100,99.5,39.6,AutoFlight
1454,2024-01-15T10:24:14Z,51.5080333,-0.128583,50.49,5.5,-0.104,100,99.5,38.7,AutoFlight
1455,2024-01-15T10:24:15Z,51.50805,-0.1285725,49.51,5.03,-0.014,100,99.5,39.8,AutoFlight
1456,2024-01-15T10:24:16Z,51.5080667,-0.1285618,49.6,4.81,-0.083,100,99.5,40.1,AutoFlight
1457,2024-01-15T10:24:17Z,51.5080833,-0.1285509,50.46,4.52,0.158,100,99.5,40.1,AutoFlight
1458,2024-01-15T10:24:18Z,51.5081,-0.1285398,50.44,4.92,0.025,100,99.5,39.3,AutoFlight
1459,2024-01-15T10:24:19Z,51.5081167,-0.1285285,51.27,5.42,-0.024,100,99.5,39.2,AutoFlight
1460,2024-01-15T10:24:20Z,51.5081333,-0.1285169,49.76,5.18,-0.039,100,99.5,39.5,AutoFlight
1461,2024-01-15T10:24:21Z,51.50815,-0.1285052,50.13,4.74,0.134,100,99.5,40.4,AutoFlight
1462,2024-01-15T10:24:22Z,51.5081667,-0.1284933,50.53,4.79,0.021,100,99.5,40.5,AutoFlight
1463,2024-01-15T10:24:23Z,51.5081833,-0.1284812,48.33,5.06,0.141,100,99.5,40.8,AutoFlight
1464,2024-01-15T10:24:24Z,51.5082,-0.1284689,49.24,5.08,0.104,100,99.5,40.5,AutoFlight
1465,2024-01-15T10:24:25Z,51.5082167,-0.1284564,48.53,4.4,0.015,100,99.5,40.1,AutoFlight
1466,2024-01-15T10:24:26Z,51.5082333,-0.1284438,49.9,4.9,0.128,100,99.5,40.6,AutoFlight
1467,2024-01-15T10:24:27Z,51.50825,-0.1284309,49.53,5.05,-0.116,100,99.5,40.8,AutoFlight
1468,2024-01-15T10:24:28Z,51.5082667,-0.1284179,48.88,4.68,-0.089,100,99.5,39.4,AutoFlight
1469,2024-01-15T10:24:29Z,51.5082833,-0.1284047,51.02,5.7,0.026,100,99.5,39.7,AutoFlight
1470,2024-01-15T10:24:30Z,51.5083,-0.1283914,50.58,4.73,0.134,100,99.5,39.9,AutoFlight
1471,2024-01-15T10:24:31Z,51.5083167,-0.1283778,50.34,4.79,-0.02,100,99.5,39.1,AutoFlight
1472,2024-01-15T10:24:32Z,51.5083333,-0.1283642,50.01,5.27,-0.185,100,99.5,39.4,AutoFlight
1473,2024-01-15T10:24:33Z,51.50835,-0.1283503,49.62,4.91,-0.009,100,99.5,39.9,AutoFlight
1474,2024-01-15T10:24:34Z,51.5083667,-0.1283363,50.23,4.99,-0.168,100,99.5,40.0,AutoFlight
1475,2024-01-15T10:24:35Z,51.5083833,-0.1283222,50.96,5.08,-0.177,100,99.5,40.0,AutoFlight
1476,2024-01-15T10:24:36Z,51.5084,-0.1283079,50.38,4.7,0.008,100,99.5,40.5,AutoFlight
1477,2024-01-15T10:24:37Z,51.5084167,-0.1282935,51.29,5.04,0.051,100,99.5,39.8,AutoFlight
1478,2024-01-15T10:24:38Z,51.5084333,-0.1282789,49.67,5.42,0.096,100,99.5,40.2,AutoFlight
1479,2024-01-15T10:24:39Z,51.50845,-0.1282642,49.58,5.44,0.104,100,99.5,39.2,AutoFlight
1480,2024-01-15T10:24:40Z,51.5084667,-0.1282494,50.87,5.05,0.028,100,99.5,38.9,AutoFlight
1481,2024-01-15T10:24:41Z,51.5084833,-0.1282344,48.83,5.3,-0.077,100,99.5,40.3,AutoFlight
1482,2024-01-15T10:24:42Z,51.5085,-0.1282194,48.94,4.56,0.191,100,99.5,40.3,AutoFlight
1483,2024-01-15T10:24:43Z,51.5085167,-0.1282042,49.9,5.07,-0.071,100,99.5,40.0,AutoFlight
1484,2024-01-15T10:24:44Z,51.5085333,-0.1281889,50.94,4.88,0.049,100,99.5,39.0,AutoFlight
1485,2024-01-15T10:24:45Z,51.50855,-0.1281735,51.44,5.3,-0.003,100,99.5,39.7,AutoFlight
1486,2024-01-15T10:24:46Z,51.5085667,-0.128158,51.13,4.85,0.037,100,99.5,39.7,AutoFlight
1487,2024-01-15T10:24:47Z,51.5085833,-0.1281423,49.26,5.31,-0.041,100,99.5,40.1,AutoFlight
1488,2024-01-15T10:24:48Z,51.5086,-0.1281266,49.72,4.96,-0.017,100,99.5,39.5,AutoFlight
1489,2024-01-15T10:24:49Z,51.5086167,-0.1281108,50.59,4.97,0.086,100,99.5,40.2,AutoFlight
1490,2024-01-15T10:24:50Z,51.5086333,-0.128095,50.98,4.85,0.066,100,99.5,39.8,AutoFlight
1491,2024-01-15T10:24:51Z,51.50865,-0.128079,49.98,4.79,-0.047,100,99.5,40.2,AutoFlight
1492,2024-01-15T10:24:52Z,51.5086667,-0.1280629,49.73,4.78,0.085,100,99.5,40.0,AutoFlight
1493,2024-01-15T10:24:53Z,51.5086833,-0.1280468,49.03,5.03,0.113,100,99.5,40.4,AutoFlight
1494,2024-01-15T10:24:54Z,51.5087,-0.1280306,49.57,4.67,-0.037,100,99.5,40.5,AutoFlight
1495,2024-01-15T10:24:55Z,51.5087167,-0.1280144,50.59,4.31,0.086,100,99.5,38.7,AutoFlight
1496,2024-01-15T10:24:56Z,51.5087333,-0.1279981,51.55,5.25,-0.039,100,99.5,39.9,AutoFlight
1497,2024-01-15T10:24:57Z,51.50875,-0.1279817,50.53,4.85,0.046,100,99.5,39.8,AutoFlight
1498,2024-01-15T10:24:58Z,51.5087667,-0.1279653,49.8,5.46,-0.204,100,99.5,39.8,AutoFlight
1499,2024-01-15T10:24:59Z,51.5087833,-0.1279489,48.89,4.95,-0.071,100,99.5,41.1,AutoFlight
1500,2024-01-15T10:25:00Z,51.5088,-0.1279324,49.59,4.96,-0.062,100,99.4,40.3,AutoFlight
1501,2024-01-15T10:25:01Z,51.5088167,-0.1279158,49.59,4.8,0.187,100,99.4,40.2,AutoFlight
1502,2024-01-15T10:25:02Z,51.5088333,-0.1278992,50.22,5.72,-0.063,100,99.4,39.4,AutoFlight
1503,2024-01-15T10:25:03Z,51.50885,-0.1278826,49.37,5.36,-0.062,100,99.4,40.4,AutoFlight
1504,2024-01-15T10:25:04Z,51.5088667,-0.127866,49.5,4.46,-0.08,100,99.4,40.0,AutoFlight
1505,2024-01-15T10:25:05Z,51.5088833,-0.1278494,50.95,5.39,0.037,100,99.4,40.1,AutoFlight
1506,2024-01-15T10:25:06Z,51.5089,-0.1278327,47.88,5.08,0.004,100,99.4,39.6,AutoFlight
1507,2024-01-15T10:25:07Z,51.5089167,-0.1278161,49.47,5.26,0.114,100,99.4,40.8,AutoFlight
1508,2024-01-15T10:25:08Z,51.5089333,-0.1277994,49.84,4.76,0.189,100,99.4,39.6,AutoFlight
1509,2024-01-15T10:25:09Z,51.50895,-0.1277827,49.58,4.58,0.042,100,99.4,40.1,AutoFlight
1510,2024-01-15T10:25:10Z,51.5089667,-0.1277661,50.67,5.07,0.054,100,99.4,40.1,AutoFlight
1511,2024-01-15T10:25:11Z,51.5089833,-0.1277494,50.41,5.35,0.085,100,99.4,39.9,AutoFlight
1512,2024-01-15T10:25:12Z,51.509,-0.1277328,49.57,5.24,-0.058,100,99.4,39.7,AutoFlight
1513,2024-01-15T10:25:13Z,51.5090167,-0.1277162,49.43,5.64,-0.097,100,99.4,40.1,AutoFlight
1514,2024-01-15T10:25:14Z,51.5090333,-0.1276996,50.54,5.26,-0.004,100,99.4,39.8,AutoFlight
1515,2024-01-15T10:25:15Z,51.50905,-0.127683,49.84,4.18,-0.076,100,99.4,40.5,AutoFlight
1516,2024-01-15T10:25:16Z,51.5090667,-0.1276665,49.35,5.04,0.264,100,99.4,39.3,AutoFlight
1517,2024-01-15T10:25:17Z,51.5090833,-0.12765,49.6,4.92,-0.2,100,99.4,39.3,AutoFlight
